hcp,tier,region,specialty
45626,3,region_106,General practicioner
45652,1,region_159,Internal medicine / pneumology
45659,2,region_74,General practicioner
45679,2,region_19,Internal medicine
45683,2,region_6,Internal medicine
45688,1,region_120,Internal medicine / pneumology
45692,2,region_86,General practicioner
45696,1,region_90,Internal medicine
45702,2,region_183,General practicioner
45707,1,region_35,Internal medicine / pneumology
45709,2,region_70,General practicioner
45724,2,region_0,General practicioner
45730,1,region_130,Internal medicine / pneumology
45748,3,region_150,General practicioner
45750,3,region_72,General practicioner
45757,1,region_4,Internal medicine / pneumology
45766,3,region_178,General practicioner
45767,2,region_160,Internal medicine
45800,2,region_155,General practicioner
45825,2,region_198,General practicioner
45853,2,region_154,General practicioner
45857,2,region_88,General practicioner
45865,2,region_52,General practicioner
45872,2,region_33,General practicioner
45881,1,region_22,Internal medicine / pneumology
45890,2,region_1,Internal medicine
45900,2,region_87,General practicioner
45948,1,region_130,Internal medicine / pneumology
45961,1,region_153,Internal medicine / pneumology
45983,1,region_125,Internal medicine / pneumology
45991,2,region_126,Internal medicine
45997,3,region_137,General practicioner
45999,2,region_22,General practicioner
46044,1,region_116,Internal medicine / pneumology
46071,2,region_120,General practicioner
46080,1,region_33,Internal medicine / pneumology
46095,1,region_40,Internal medicine / pneumology
46135,1,region_169,Internal medicine / pneumology
46146,2,region_150,Internal medicine
46171,2,region_192,General practicioner
46201,2,region_0,General practicioner
46202,1,region_84,Internal medicine / pneumology
46205,2,region_52,General practicioner
46206,2,region_121,General practicioner
46209,2,region_195,General practicioner
46218,2,region_73,General practicioner
46220,2,region_117,Internal medicine
46231,2,region_103,General practicioner
46232,2,region_103,Internal medicine
46243,2,region_138,General practicioner
46250,1,region_64,Internal medicine
46261,2,region_25,Internal medicine / pneumology
46266,1,region_146,Internal medicine / pneumology
46275,1,region_177,Internal medicine / pneumology
46282,1,region_182,Internal medicine / pneumology
46303,1,region_188,Internal medicine / pneumology
46309,1,region_189,Internal medicine / pneumology
46310,1,region_94,Internal medicine / pneumology
46312,1,region_165,Internal medicine / pneumology
46322,2,region_189,Internal medicine / pneumology
46328,1,region_45,Internal medicine / pneumology
46351,1,region_121,Internal medicine / pneumology
46352,1,region_83,Internal medicine / pneumology
46360,1,region_131,Internal medicine / pneumology
46364,1,region_30,Internal medicine / pneumology
46366,1,region_39,Internal medicine / pneumology
46382,1,region_34,Internal medicine / pneumology
46414,2,region_33,General practicioner
46415,2,region_37,General practicioner
46417,2,region_181,General practicioner
46423,3,region_131,Internal medicine
46425,2,region_96,General practicioner
46426,2,region_45,General practicioner
46459,2,region_150,Internal medicine
46463,2,region_109,Internal medicine
46502,2,region_152,Internal medicine
46504,2,region_96,Internal medicine
46545,2,region_159,General practicioner
46566,2,region_115,General practicioner
46570,2,region_84,General practicioner
46571,1,region_24,Internal medicine / pneumology
46603,2,region_28,Internal medicine
46644,2,region_147,General practicioner
46656,1,region_167,Internal medicine / pneumology
46659,2,region_198,General practicioner
46664,2,region_146,Internal medicine
46667,2,region_139,General practicioner
46676,1,region_44,Internal medicine / pneumology
46678,1,region_126,Internal medicine / pneumology
46691,2,region_92,General practicioner
46705,2,region_79,Internal medicine
46706,1,region_95,Internal medicine / pneumology
46717,2,region_155,General practicioner
46729,2,region_25,General practicioner
46758,1,region_35,Internal medicine / pneumology
46767,1,region_45,Internal medicine / pneumology
46771,2,region_83,General practicioner
46794,2,region_33,Internal medicine
46822,2,region_95,General practicioner
46836,2,region_155,General practicioner
46840,2,region_147,General practicioner
46850,2,region_71,General practicioner
46864,2,region_98,General practicioner
46865,2,region_147,General practicioner
46867,2,region_193,General practicioner
46894,2,region_138,Internal medicine
46899,1,region_94,Internal medicine / pneumology
46902,2,region_11,General practicioner
46909,1,region_55,Internal medicine / pneumology
46925,2,region_45,Internal medicine
46938,2,region_183,General practicioner
46939,2,region_183,General practicioner
46961,1,region_19,Internal medicine / pneumology
46964,2,region_12,General practicioner
46969,1,region_24,Internal medicine / pneumology
46974,1,region_123,Internal medicine / pneumology
46987,2,region_80,General practicioner
46992,2,region_74,General practicioner
46997,2,region_121,Internal medicine
47013,2,region_30,Internal medicine
47026,1,region_29,Internal medicine / pneumology
47029,3,region_46,General practicioner
47066,2,region_6,Internal medicine
47080,2,region_57,General practicioner
47084,2,region_174,General practicioner
47102,1,region_120,Internal medicine / pneumology
47108,1,region_163,Internal medicine / pneumology
47112,1,region_33,Internal medicine / pneumology
47114,1,region_174,Internal medicine / pneumology
47144,1,region_185,Internal medicine / pneumology
47160,1,region_177,Internal medicine / pneumology
47184,1,region_179,Internal medicine / pneumology
47202,1,region_59,Internal medicine
47221,1,region_41,Internal medicine / pneumology
47222,1,region_191,Internal medicine
47226,1,region_150,Internal medicine / pneumology
47227,1,region_150,Internal medicine / pneumology
47230,2,region_67,Internal medicine
47245,1,region_24,Internal medicine / pneumology
47246,1,region_172,Internal medicine / pneumology
47250,1,region_89,Internal medicine / pneumology
47258,1,region_33,Internal medicine / pneumology
47259,2,region_168,Internal medicine / pneumology
47269,2,region_52,Internal medicine
47279,2,region_94,General practicioner
47298,2,region_138,General practicioner
47338,1,region_109,Internal medicine
47354,2,region_30,General practicioner
47357,1,region_188,Internal medicine / pneumology
47368,2,region_159,General practicioner
47420,1,region_33,Internal medicine / pneumology
47426,2,region_33,General practicioner
47429,1,region_131,Internal medicine / pneumology
47454,2,region_110,General practicioner
47460,2,region_6,Internal medicine
47471,2,region_138,General practicioner
47486,2,region_102,General practicioner
47503,2,region_94,Internal medicine
47506,1,region_91,Internal medicine / pneumology
47537,2,region_1,Internal medicine
47541,2,region_127,General practicioner
47548,1,region_72,Internal medicine / pneumology
47582,2,region_140,General practicioner
47583,2,region_14,General practicioner
47591,1,region_15,Internal medicine / pneumology
47603,2,region_49,General practicioner
47616,2,region_50,General practicioner
47620,3,region_36,General practicioner
47632,3,region_106,Internal medicine
47647,2,region_34,Internal medicine
47654,3,region_141,General practicioner
47663,2,region_183,Internal medicine
47678,1,region_73,Internal medicine / pneumology
47693,2,region_15,General practicioner
47695,1,region_199,Internal medicine / pneumology
47729,2,region_140,General practicioner
47732,1,region_134,Internal medicine / pneumology
47742,2,region_150,General practicioner
47758,2,region_157,General practicioner
47780,2,region_77,General practicioner
47803,3,region_137,Internal medicine
47811,1,region_45,Internal medicine / pneumology
47820,1,region_159,Internal medicine / pneumology
47826,2,region_171,General practicioner
47828,3,region_134,Internal medicine
47838,2,region_6,General practicioner
47852,2,region_149,Internal medicine
47857,1,region_151,Internal medicine / pneumology
47867,2,region_183,General practicioner
47876,1,region_17,Internal medicine / pneumology
47894,1,region_55,Internal medicine
47943,3,region_131,General practicioner
47964,1,region_37,Internal medicine / pneumology
47978,3,region_106,General practicioner
47983,1,region_54,Internal medicine / pneumology
47990,1,region_177,Internal medicine / pneumology
48009,2,region_113,Internal medicine
48038,2,region_45,General practicioner
48070,2,region_20,Internal medicine / pneumology
48072,1,region_109,Internal medicine / pneumology
48077,2,region_200,Internal medicine
48084,1,region_47,Internal medicine / pneumology
48095,2,region_130,Internal medicine
48105,2,region_54,Internal medicine
48106,1,region_39,Internal medicine
48118,1,region_191,Internal medicine / pneumology
48122,1,region_131,Internal medicine
48161,1,region_165,Internal medicine
48162,1,region_51,Internal medicine / pneumology
48181,2,region_51,General practicioner
48182,2,region_188,General practicioner
48186,2,region_200,General practicioner
48195,2,region_6,Internal medicine
48197,2,region_154,General practicioner
48216,2,region_6,General practicioner
48232,1,region_30,Internal medicine / pneumology
48264,2,region_6,General practicioner
48275,2,region_9,General practicioner
48296,1,region_43,Internal medicine / pneumology
48317,2,region_96,General practicioner
48320,2,region_188,General practicioner
48329,2,region_30,Internal medicine
48345,2,region_45,Internal medicine
48349,2,region_57,General practicioner
48361,2,region_131,General practicioner
48371,3,region_127,Internal medicine
48391,2,region_110,Internal medicine and general practicioner
48394,2,region_81,Internal medicine
48414,2,region_39,Internal medicine
48422,2,region_138,General practicioner
48424,2,region_183,Internal medicine
48454,2,region_9,Internal medicine
48462,2,region_111,General practicioner
48480,2,region_150,General practicioner
48481,2,region_12,General practicioner
48484,2,region_23,General practicioner
48488,2,region_48,General practicioner
48506,2,region_164,General practicioner
48512,2,region_78,Internal medicine
48541,2,region_75,General practicioner
48549,2,region_154,General practicioner
48562,2,region_4,General practicioner
48563,2,region_87,General practicioner
48581,3,region_93,General practicioner
48592,2,region_56,Internal medicine
48600,2,region_87,General practicioner
48604,1,region_182,Internal medicine / pneumology
48643,2,region_102,General practicioner
48653,2,region_1,General practicioner
48655,1,region_114,Internal medicine / pneumology
48661,2,region_37,General practicioner
48665,2,region_153,General practicioner
48666,2,region_150,General practicioner
48667,1,region_118,Internal medicine / pneumology
48678,3,region_66,Internal medicine
48692,2,region_19,General practicioner
48702,2,region_137,General practicioner
48703,1,region_100,Internal medicine / pneumology
48714,3,region_108,General practicioner
48722,2,region_110,General practicioner
48728,1,region_43,Internal medicine / pneumology
48747,2,region_169,General practicioner
48766,2,region_145,General practicioner
48773,2,region_170,General practicioner
48774,2,region_170,General practicioner
48800,1,region_20,Internal medicine / pneumology
48817,1,region_163,Internal medicine / pneumology
48827,3,region_112,General practicioner
48831,2,region_196,Internal medicine
48840,2,region_131,General practicioner
48869,2,region_121,Internal medicine
48915,2,region_131,General practicioner
48935,1,region_194,Internal medicine / pneumology
48945,3,region_123,General practicioner
48949,1,region_135,Internal medicine / pneumology
48962,1,region_175,Internal medicine / pneumology
48976,1,region_177,Internal medicine / pneumology
48977,1,region_132,Internal medicine / pneumology
48979,1,region_132,Internal medicine / pneumology
48981,2,region_49,Internal medicine
48982,1,region_128,Internal medicine / pneumology
48983,1,region_13,Internal medicine / pneumology
48999,2,region_130,Internal medicine
49006,1,region_179,Internal medicine / pneumology
49030,1,region_145,Internal medicine / pneumology
49056,1,region_159,Internal medicine / pneumology
49073,1,region_135,Internal medicine / pneumology
49088,1,region_185,Internal medicine / pneumology
49090,1,region_94,Internal medicine / pneumology
49104,2,region_110,Internal medicine
49115,1,region_135,Internal medicine / pneumology
49147,1,region_34,Internal medicine / pneumology
49151,2,region_66,General practicioner
49172,2,region_39,Internal medicine
49174,2,region_39,General practicioner
49186,2,region_6,General practicioner
49209,2,region_54,Internal medicine
49245,1,region_165,Internal medicine / pneumology
49255,3,region_191,Internal medicine
49259,2,region_110,General practicioner
49274,2,region_6,General practicioner
49294,2,region_163,General practicioner
49306,2,region_25,General practicioner
49325,1,region_6,Internal medicine / pneumology
49335,2,region_68,General practicioner
49354,1,region_72,Internal medicine / pneumology
49360,3,region_72,General practicioner
49366,2,region_110,General practicioner
49380,2,region_110,Internal medicine
49384,2,region_121,General practicioner
49385,2,region_94,Internal medicine
49395,2,region_71,General practicioner
49408,3,region_118,General practicioner
49415,3,region_195,Internal medicine
49418,3,region_106,General practicioner
49420,1,region_127,Internal medicine / pneumology
49432,1,region_46,Internal medicine
49450,3,region_106,General practicioner
49455,2,region_174,General practicioner
49496,2,region_87,General practicioner
49549,2,region_44,General practicioner
49556,2,region_14,Internal medicine
49559,1,region_49,Internal medicine / pneumology
49562,2,region_86,Internal medicine
49568,2,region_58,Internal medicine
49579,2,region_188,Internal medicine
49587,2,region_49,General practicioner
49615,2,region_95,Internal medicine
49619,2,region_149,Internal medicine
49624,1,region_21,Internal medicine / pneumology
49634,2,region_98,General practicioner
49635,2,region_10,Internal medicine
49636,2,region_131,General practicioner
49653,1,region_98,Internal medicine / pneumology
49663,2,region_87,Internal medicine
49671,2,region_19,General practicioner
49678,1,region_168,Internal medicine / pneumology
49681,1,region_123,Internal medicine / pneumology
49698,2,region_88,General practicioner
49701,2,region_198,General practicioner
49705,2,region_6,General practicioner
49720,2,region_1,Internal medicine
49738,2,region_13,General practicioner
49766,2,region_33,General practicioner
49774,1,region_140,Internal medicine / pneumology
49845,2,region_115,Internal medicine
49866,1,region_185,Internal medicine / pneumology
49876,1,region_0,Internal medicine / pneumology
49892,1,region_76,Internal medicine / pneumology
49919,2,region_51,Internal medicine
49920,2,region_39,Internal medicine / pneumology
49936,1,region_95,Internal medicine / pneumology
49939,1,region_88,Internal medicine / pneumology
49944,1,region_104,Internal medicine / pneumology
49948,2,region_20,Internal medicine / pneumology
49993,2,region_96,Internal medicine / pneumology
49995,1,region_54,Internal medicine / pneumology
49998,2,region_152,Internal medicine
50015,2,region_159,General practicioner
50028,1,region_45,Internal medicine
50046,1,region_142,Internal medicine / pneumology
50050,2,region_112,General practicioner
50070,1,region_61,Internal medicine / pneumology
50075,2,region_6,General practicioner
50092,1,region_170,Internal medicine / pneumology
50115,2,region_30,General practicioner
50143,2,region_39,Internal medicine
50150,2,region_159,General practicioner
50165,2,region_9,General practicioner
50210,2,region_30,General practicioner
50230,2,region_30,General practicioner
50231,2,region_9,Internal medicine
50234,1,region_66,Internal medicine / pneumology
50250,1,region_163,Internal medicine / pneumology
50284,2,region_42,General practicioner
50285,2,region_6,General practicioner
50296,2,region_88,Internal medicine
50301,1,region_186,Internal medicine / pneumology
50302,2,region_7,Internal medicine
50309,1,region_150,Internal medicine / pneumology
50316,2,region_81,General practicioner
50321,1,region_157,Internal medicine / pneumology
50337,2,region_52,General practicioner
50347,3,region_31,Internal medicine
50348,2,region_160,General practicioner
50359,1,region_23,Internal medicine / pneumology
50361,2,region_183,General practicioner
50366,3,region_134,General practicioner
50385,2,region_28,General practicioner
50401,2,region_154,General practicioner
50402,2,region_154,General practicioner
50414,2,region_129,General practicioner
50418,2,region_30,General practicioner
50455,2,region_89,Internal medicine
50470,2,region_77,General practicioner
50480,1,region_148,Internal medicine / pneumology
50482,2,region_39,Internal medicine
50503,1,region_30,Internal medicine / pneumology
50526,2,region_54,Internal medicine
50532,2,region_157,Internal medicine
50549,2,region_49,Internal medicine
50555,2,region_45,General practicioner
50575,1,region_43,Internal medicine / pneumology
50589,1,region_146,Internal medicine / pneumology
50610,1,region_10,Internal medicine
50612,3,region_106,Internal medicine
50668,2,region_57,General practicioner
50680,2,region_140,Internal medicine
50683,2,region_184,General practicioner
50701,1,region_51,Internal medicine / pneumology
50702,2,region_7,General practicioner
50709,2,region_69,General practicioner
50748,1,region_188,Internal medicine / pneumology
50770,2,region_33,Internal medicine
50788,1,region_109,Internal medicine / pneumology
50790,1,region_139,Internal medicine
50802,1,region_196,Internal medicine / pneumology
50816,2,region_33,Internal medicine
50834,2,region_54,Internal medicine
50840,2,region_33,General practicioner
50846,2,region_170,General practicioner
50869,1,region_93,Internal medicine / pneumology
50893,2,region_94,General practicioner
50903,1,region_34,Internal medicine / pneumology
50904,2,region_94,General practicioner
50916,1,region_68,Internal medicine / pneumology
50929,2,region_110,Internal medicine
50942,2,region_97,General practicioner
50955,2,region_152,General practicioner
50959,1,region_32,Internal medicine / pneumology
50967,2,region_97,General practicioner
50981,2,region_9,General practicioner
50988,2,region_159,General practicioner
50990,1,region_9,Internal medicine / pneumology
50994,2,region_9,General practicioner
51056,2,region_51,General practicioner
51084,2,region_193,Internal medicine
51089,2,region_181,General practicioner
51092,1,region_97,Internal medicine / pneumology
51114,2,region_92,Internal medicine
51124,2,region_150,General practicioner
51149,1,region_128,Internal medicine / pneumology
51150,2,region_80,General practicioner
51165,2,region_164,General practicioner
51214,1,region_154,Internal medicine / pneumology
51239,2,region_75,Internal medicine
51254,2,region_198,Internal medicine
51255,1,region_59,Internal medicine / pneumology
51258,2,region_142,General practicioner
51269,1,region_176,Internal medicine / pneumology
51292,2,region_30,General practicioner
51312,2,region_22,General practicioner
51320,2,region_198,General practicioner
51327,1,region_42,Internal medicine / pneumology
51338,2,region_117,General practicioner
51347,2,region_200,General practicioner
51348,1,region_139,Internal medicine / pneumology
51350,1,region_153,Internal medicine / pneumology
51351,2,region_198,General practicioner
51415,1,region_51,Internal medicine
51420,1,region_196,Internal medicine
51457,2,region_109,Internal medicine
51464,2,region_33,General practicioner
51474,1,region_179,Internal medicine / pneumology
51500,1,region_57,Internal medicine / pneumology
51516,3,region_166,General practicioner
51526,2,region_111,General practicioner
51527,2,region_45,General practicioner
51538,1,region_82,Internal medicine / pneumology
51540,3,region_109,General practicioner
51546,2,region_131,General practicioner
51566,1,region_162,Internal medicine
51570,1,region_164,General practicioner
51595,1,region_35,Internal medicine / pneumology
51607,3,region_131,General practicioner
51618,1,region_174,Internal medicine / pneumology
51629,2,region_158,Internal medicine
51644,2,region_82,Internal medicine
51666,1,region_189,Internal medicine
51668,1,region_33,Internal medicine / pneumology
51674,2,region_152,Internal medicine
51678,1,region_90,Internal medicine / pneumology
51693,1,region_108,Internal medicine / pneumology
51711,1,region_170,Internal medicine / pneumology
51716,2,region_74,Internal medicine
51752,2,region_57,General practicioner
51779,2,region_200,Internal medicine
51827,2,region_33,General practicioner
51861,2,region_75,General practicioner
51899,2,region_33,General practicioner
51919,2,region_33,General practicioner
51921,2,region_33,General practicioner
51953,3,region_46,General practicioner
51970,2,region_33,General practicioner
52000,2,region_181,General practicioner
52011,1,region_106,Internal medicine / pneumology
52048,1,region_100,Internal medicine / pneumology
52064,1,region_14,Internal medicine
52084,2,region_28,Internal medicine
52101,2,region_52,General practicioner
52115,2,region_88,Internal medicine
52116,3,region_106,General practicioner
52121,2,region_128,Internal medicine
52200,2,region_16,Internal medicine
52236,2,region_92,General practicioner
52241,2,region_200,Internal medicine and general practicioner
52248,1,region_132,Internal medicine / pneumology
52262,2,region_58,General practicioner
52271,2,region_30,Internal medicine
52275,3,region_109,Internal medicine
52283,2,region_52,General practicioner
52288,2,region_99,Internal medicine
52299,2,region_149,General practicioner
52300,2,region_0,General practicioner
52307,2,region_200,General practicioner
52315,1,region_163,Internal medicine / pneumology
52323,1,region_39,Internal medicine / pneumology
52328,1,region_83,Internal medicine / pneumology
52356,2,region_33,General practicioner
52387,2,region_98,General practicioner
52413,2,region_154,General practicioner
52421,2,region_44,Internal medicine
52430,1,region_107,Internal medicine / pneumology
52439,2,region_46,Internal medicine
52449,2,region_33,General practicioner
52456,2,region_33,Internal medicine
52469,1,region_162,Internal medicine / pneumology
52478,2,region_187,Internal medicine
52494,2,region_57,Internal medicine / pneumology
52541,2,region_188,Internal medicine
52543,1,region_45,Internal medicine / pneumology
52556,1,region_73,Internal medicine / pneumology
52567,1,region_96,Internal medicine / pneumology
52575,1,region_39,Internal medicine / pneumology
52584,1,region_127,Internal medicine / pneumology
52598,1,region_96,Internal medicine / pneumology
52601,1,region_178,Internal medicine / pneumology
52602,1,region_17,Internal medicine / pneumology
52616,2,region_33,General practicioner
52625,2,region_165,General practicioner
52637,2,region_131,General practicioner
52661,2,region_159,General practicioner
52676,2,region_44,General practicioner
52679,1,region_34,Internal medicine / pneumology
52688,2,region_22,General practicioner
52693,2,region_30,Internal medicine
52716,2,region_81,General practicioner
52719,1,region_51,Internal medicine / pneumology
52722,2,region_7,General practicioner
52749,1,region_9,Internal medicine / pneumology
52779,3,region_109,General practicioner
52789,3,region_195,General practicioner
52834,1,region_159,Internal medicine / pneumology
52848,2,region_159,General practicioner
52858,2,region_110,General practicioner
52868,2,region_110,Internal medicine
52887,1,region_109,Internal medicine / pneumology
52888,2,region_45,General practicioner
52900,2,region_88,Internal medicine
52912,2,region_193,General practicioner
52916,2,region_83,General practicioner
52927,2,region_200,General practicioner
52935,2,region_110,Internal medicine
52946,2,region_6,General practicioner
52953,1,region_108,Internal medicine / pneumology
52972,2,region_86,General practicioner
52982,2,region_155,Internal medicine
52987,1,region_76,Internal medicine / pneumology
52992,2,region_71,Internal medicine
52997,2,region_150,General practicioner
53005,2,region_157,General practicioner
53038,2,region_200,General practicioner
53052,1,region_102,Internal medicine / pneumology
53093,2,region_80,General practicioner
53115,1,region_170,Internal medicine / pneumology
53118,2,region_38,General practicioner
53122,2,region_30,Internal medicine
53129,1,region_194,Internal medicine / pneumology
53142,1,region_121,Internal medicine / pneumology
53149,2,region_30,Internal medicine
53165,2,region_90,Internal medicine
53186,1,region_166,Internal medicine / pneumology
53243,1,region_51,Internal medicine / pneumology
53288,1,region_96,Internal medicine / pneumology
53289,1,region_96,Internal medicine / pneumology
53299,1,region_165,Internal medicine / pneumology
53327,1,region_36,Internal medicine / pneumology
53339,2,region_90,General practicioner
53355,2,region_82,General practicioner
53364,2,region_49,Internal medicine
53367,2,region_137,Internal medicine
53368,2,region_57,Internal medicine
53380,2,region_121,Internal medicine
53393,2,region_51,Internal medicine
53400,2,region_148,Internal medicine
53424,1,region_96,Internal medicine / pneumology
53434,1,region_170,Internal medicine / pneumology
53438,2,region_147,Internal medicine
53477,3,region_109,General practicioner
53481,2,region_33,General practicioner
53521,2,region_33,General practicioner
53526,3,region_109,Internal medicine
53539,1,region_159,Internal medicine / pneumology
53548,3,region_109,General practicioner
53553,2,region_6,General practicioner
53611,2,region_94,Internal medicine
53612,2,region_94,Internal medicine
53616,2,region_159,General practicioner
53625,3,region_109,General practicioner
53630,2,region_51,General practicioner
53657,2,region_45,General practicioner
53667,3,region_109,General practicioner
53691,2,region_7,General practicioner
53693,1,region_191,Internal medicine / pneumology
53707,1,region_104,Internal medicine / pneumology
53714,1,region_188,Internal medicine / pneumology
53724,1,region_109,Internal medicine
53733,2,region_45,General practicioner
53823,2,region_9,Internal medicine
53829,2,region_45,Internal medicine
53835,2,region_45,General practicioner
53840,1,region_57,Internal medicine / pneumology
53841,2,region_152,General practicioner
53847,2,region_110,General practicioner
53884,2,region_131,General practicioner
53885,2,region_131,Internal medicine
53888,1,region_191,Internal medicine / pneumology
53891,1,region_54,Internal medicine / pneumology
53897,3,region_131,General practicioner
53909,1,region_120,Internal medicine / pneumology
53948,1,region_85,Internal medicine
53966,1,region_179,Internal medicine / pneumology
53999,1,region_191,Internal medicine / pneumology
54001,1,region_191,Internal medicine / pneumology
54002,1,region_191,Internal medicine / pneumology
54013,2,region_149,Internal medicine
54014,1,region_23,Internal medicine / pneumology
54018,2,region_27,Internal medicine
54023,2,region_6,Internal medicine
54024,2,region_120,Internal medicine
54108,1,region_6,Internal medicine / pneumology
54127,2,region_45,Internal medicine
54161,1,region_131,Internal medicine
54162,2,region_131,General practicioner
54179,1,region_185,Internal medicine / pneumology
54192,1,region_7,Internal medicine / pneumology
54218,2,region_18,Internal medicine
54221,2,region_94,Internal medicine
54235,2,region_168,Internal medicine
54240,1,region_132,Internal medicine / pneumology
54276,2,region_30,General practicioner
54282,1,region_187,Internal medicine / pneumology
54297,2,region_194,Internal medicine
54316,2,region_130,Internal medicine / pneumology
54317,1,region_105,Internal medicine / pneumology
54323,1,region_154,Internal medicine
54337,1,region_94,Internal medicine / pneumology
54352,2,region_37,General practicioner
54369,1,region_194,Internal medicine / pneumology
54378,1,region_135,Internal medicine / pneumology
54428,1,region_0,Internal medicine / pneumology
54475,1,region_188,Internal medicine / pneumology
54506,2,region_85,General practicioner
54513,3,region_131,General practicioner
54557,2,region_94,General practicioner
54596,1,region_163,Internal medicine / pneumology
54605,2,region_200,General practicioner
54621,2,region_88,General practicioner
54622,2,region_157,General practicioner
54649,2,region_1,General practicioner
54650,2,region_49,General practicioner
54667,2,region_1,General practicioner
54673,2,region_143,General practicioner
54691,2,region_108,General practicioner
54702,1,region_64,Internal medicine / pneumology
54706,1,region_193,Internal medicine / pneumology
54712,2,region_98,General practicioner
54714,2,region_92,General practicioner
54738,3,region_166,General practicioner
54769,1,region_168,Internal medicine / pneumology
54780,2,region_87,General practicioner
54787,2,region_182,General practicioner
54811,2,region_26,General practicioner
54816,2,region_88,General practicioner
54830,2,region_88,Internal medicine and general practicioner
54844,2,region_121,General practicioner
54859,2,region_0,General practicioner
54903,2,region_23,General practicioner
54991,1,region_131,Internal medicine
54997,1,region_45,Internal medicine / pneumology
55026,1,region_22,Internal medicine / pneumology
55035,2,region_89,Internal medicine / pneumology
55051,2,region_88,Internal medicine
55063,1,region_114,Internal medicine / pneumology
55068,1,region_128,Internal medicine / pneumology
55070,2,region_12,Internal medicine
55084,2,region_86,General practicioner
55090,1,region_55,Internal medicine / pneumology
55109,1,region_132,Internal medicine / pneumology
55130,1,region_147,Internal medicine / pneumology
55135,1,region_34,Internal medicine / pneumology
55148,1,region_21,Internal medicine / pneumology
55156,2,region_95,Internal medicine
55172,1,region_153,Internal medicine / pneumology
55176,1,region_137,Internal medicine / pneumology
55180,2,region_40,Internal medicine
55196,2,region_47,Internal medicine
55204,1,region_63,Internal medicine / pneumology
55232,2,region_155,General practicioner
55292,2,region_5,General practicioner
55308,1,region_187,Internal medicine / pneumology
55326,3,region_166,General practicioner
55333,2,region_57,General practicioner
55336,2,region_45,General practicioner
55338,3,region_108,Internal medicine
55341,1,region_8,Internal medicine
55352,3,region_134,General practicioner
55368,1,region_108,Internal medicine / pneumology
55369,2,region_81,Internal medicine
55373,2,region_29,General practicioner
55386,1,region_125,Internal medicine / pneumology
55401,2,region_133,Internal medicine
55430,1,region_122,Internal medicine / pneumology
55432,2,region_111,General practicioner
55437,2,region_88,General practicioner
55466,2,region_155,General practicioner
55480,2,region_46,General practicioner
55482,2,region_150,Internal medicine
55494,1,region_117,Internal medicine / pneumology
55509,2,region_160,Internal medicine
55533,2,region_101,General practicioner
55542,2,region_67,General practicioner
55561,2,region_38,General practicioner
55580,1,region_164,Internal medicine / pneumology
55590,2,region_52,General practicioner
55592,1,region_167,Internal medicine
55608,2,region_161,General practicioner
55617,2,region_15,General practicioner
55637,2,region_198,General practicioner
55664,2,region_162,General practicioner
55668,2,region_87,General practicioner
55718,1,region_53,Internal medicine / pneumology
55733,2,region_87,General practicioner
55746,2,region_153,General practicioner
55747,2,region_13,General practicioner
55748,2,region_162,General practicioner
55759,2,region_88,General practicioner
55782,2,region_98,Internal medicine
55796,2,region_3,General practicioner
55804,1,region_80,Internal medicine / pneumology
55822,1,region_62,Internal medicine / pneumology
55832,2,region_103,Internal medicine
55843,1,region_84,Internal medicine / pneumology
55861,1,region_12,Internal medicine / pneumology
55862,2,region_108,Internal medicine
55876,2,region_19,General practicioner
55878,3,region_180,General practicioner
55888,2,region_142,Internal medicine
55901,2,region_146,Internal medicine
55916,3,region_36,General practicioner
55941,1,region_3,Internal medicine / pneumology
55958,1,region_145,Internal medicine / pneumology
55959,2,region_23,Internal medicine
55996,2,region_40,Internal medicine
56007,2,region_198,General practicioner
56033,1,region_92,Internal medicine / pneumology
56042,2,region_23,Internal medicine / pneumology
56044,2,region_111,Internal medicine / pneumology
56067,1,region_123,Internal medicine / pneumology
56079,1,region_23,Internal medicine / pneumology
56092,2,region_5,General practicioner
56101,1,region_44,Internal medicine / pneumology
56117,1,region_107,Internal medicine / pneumology
56119,3,region_108,Internal medicine
56128,2,region_132,General practicioner
56144,1,region_165,Internal medicine / pneumology
56160,1,region_16,Internal medicine / pneumology
56183,3,region_137,General practicioner
56211,2,region_79,Internal medicine
56226,2,region_136,Internal medicine
56253,3,region_195,General practicioner
56264,1,region_7,Internal medicine / pneumology
56273,1,region_71,Internal medicine / pneumology
56278,2,region_198,General practicioner
56283,1,region_78,Internal medicine / pneumology
56289,1,region_84,Internal medicine / pneumology
56307,2,region_49,General practicioner
56324,2,region_135,General practicioner
56325,2,region_84,General practicioner
56340,2,region_154,General practicioner
56343,2,region_192,General practicioner
56344,1,region_127,Internal medicine / pneumology
56351,2,region_5,General practicioner
56369,2,region_105,Internal medicine
56370,2,region_198,Internal medicine
56385,2,region_86,General practicioner
56387,2,region_49,General practicioner
56393,2,region_23,General practicioner
56404,2,region_173,Internal medicine
56405,2,region_11,General practicioner
56427,2,region_78,General practicioner
56433,2,region_157,General practicioner
56446,1,region_19,Internal medicine / pneumology
56448,2,region_200,General practicioner
56457,2,region_101,General practicioner
56466,1,region_79,Internal medicine / pneumology
56467,1,region_79,Internal medicine / pneumology
56478,3,region_36,General practicioner
56492,2,region_155,General practicioner
56511,2,region_88,General practicioner
