,hcp,specialty,region,brand,email_type,content_id,no. openings,no. clicks,time_sent,time_last_opened,time_last_clicked
19705,36638,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,1,0,2020-07-01 14:20:00,2020-07-01 19:14:00,
19706,36759,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,3,0,2020-07-01 14:20:00,2020-07-05 12:26:00,
19707,38443,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:13:00,,
19708,40119,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:12:00,,
19710,40225,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,3,0,2020-07-01 14:24:00,2020-07-01 14:24:00,
19711,40583,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,3,0,2020-07-01 14:19:00,2020-07-01 14:19:00,
19712,40690,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:24:00,,
19713,42452,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,3,0,2020-07-01 14:13:00,2020-07-02 08:41:00,
19714,42989,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:13:00,,
19715,44667,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:24:00,,
19716,46439,Internal medicine,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:12:00,,
19717,47456,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,1,0,2020-07-01 14:19:00,2020-07-01 14:35:00,
19718,47914,Internal medicine,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:12:00,,
19719,48518,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,2,0,2020-07-01 14:12:00,2020-07-02 14:35:00,
19720,49799,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,2,0,2020-07-01 14:12:00,2020-07-02 21:32:00,
19721,51526,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:13:00,,
19722,52995,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:24:00,,
19723,56510,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:12:00,,
19724,57406,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:20:00,,
19725,57625,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,3,0,2020-07-01 14:19:00,2020-07-01 14:20:00,
19726,59325,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:24:00,,
19727,60003,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:20:00,,
19729,60056,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,1,0,2020-07-01 14:13:00,2020-07-01 16:01:00,
19730,60126,Internal medicine,region_111,brand_2,product_related,a3D6f0000019fBjEAI,1,0,2020-07-01 14:20:00,2020-07-01 14:23:00,
19731,61886,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:20:00,,
19732,63100,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:20:00,,
19733,63612,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:12:00,,
19734,64523,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:13:00,,
19735,65434,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,1,0,2020-07-01 14:12:00,2020-07-01 14:13:00,
19736,66064,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:13:00,,
19737,67901,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,1,0,2020-07-01 14:12:00,2020-07-02 15:55:00,
19738,68523,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:20:00,,
19739,71594,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,2,0,2020-07-01 14:19:00,2020-07-01 17:58:00,
19741,75901,Internal medicine,region_111,brand_2,product_related,a3D6f0000019fBjEAI,1,0,2020-07-01 14:12:00,2020-07-01 17:17:00,
19742,76494,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:20:00,,
19743,76494,General practicioner,region_111,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-27 13:19:00,,
19744,77626,Internal medicine,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:13:00,,
19745,79147,General practicioner,region_111,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 14:19:00,,
19748,4135,Internal medicine,region_112,brand_2,general,a3D6f0000019jSnEAI,4,0,2020-08-04 13:48:00,2020-08-04 22:32:00,
19788,34764,Internal medicine,region_112,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-07-31 10:12:00,2020-09-07 12:20:00,
19792,35958,General practicioner,region_112,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-07-31 09:43:00,,
19800,36855,General practicioner,region_112,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-15 14:24:00,,
19823,43193,Internal medicine,region_112,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-04 14:06:00,2020-08-04 15:06:00,
19826,44519,General practicioner,region_112,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-07-31 09:47:00,2020-08-17 09:23:00,
19832,45245,General practicioner,region_112,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-07-31 09:51:00,,
19874,65614,Internal medicine,region_112,brand_2,general,a3D6f0000019jSnEAI,2,0,2020-08-12 08:50:00,2020-08-14 20:46:00,
19893,74153,General practicioner,region_112,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-07-31 09:27:00,2020-08-03 07:41:00,
19899,76771,Pediatrician,region_112,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-13 16:09:00,2020-07-13 16:57:00,
19905,83555,General practicioner,region_112,brand_2,product_related,a3D6f0000019gA2EAI,4,0,2020-08-14 11:34:00,2020-08-14 16:37:00,
19909,87089,Internal medicine,region_112,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-04 13:46:00,,
19913,4141,General practicioner,region_113,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:26:00,,
19914,4141,General practicioner,region_113,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 10:32:00,,
19920,12548,General practicioner,region_113,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:26:00,,
19921,17699,General practicioner,region_113,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:26:00,,
19922,17699,General practicioner,region_113,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-05 10:14:00,,
19926,20781,General practicioner,region_113,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:26:00,,
19927,20781,General practicioner,region_113,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 10:36:00,,
19932,22705,General practicioner,region_113,brand_2,product_related,a3D6f0000019fBjEAI,1,0,2020-07-01 11:26:00,2020-07-01 20:19:00,
19933,22705,General practicioner,region_113,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 10:29:00,,
19940,30697,General practicioner,region_113,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:26:00,,
19941,30697,General practicioner,region_113,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 10:22:00,,
19946,31677,General practicioner,region_113,brand_2,product_related,a3D6f0000019fBjEAI,2,0,2020-07-01 11:26:00,2020-07-02 07:13:00,
19947,31677,General practicioner,region_113,brand_2,general,a3D6f0000019jSnEAI,2,0,2020-08-05 10:50:00,2020-08-06 07:02:00,
19952,31688,Internal medicine,region_113,brand_2,product_related,a3D6f0000019fBjEAI,2,0,2020-07-01 11:26:00,2020-07-01 12:59:00,
19953,31688,Internal medicine,region_113,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-11 09:38:00,2020-08-11 10:15:00,
19956,35721,Internal medicine,region_113,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:26:00,,
19957,35721,Internal medicine,region_113,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-06 17:15:00,2020-08-06 18:57:00,
19964,36615,General practicioner,region_113,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:26:00,,
19965,36615,General practicioner,region_113,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-05 10:41:00,,
19970,36755,Internal medicine / pneumology,region_113,brand_2,product_related,a3D6f0000019fBjEAI,2,0,2020-07-01 11:26:00,2020-07-01 21:08:00,
19971,36755,Internal medicine / pneumology,region_113,brand_2,general,a3D6f0000019jSnEAI,2,0,2020-08-06 16:51:00,2020-08-09 20:33:00,
19978,37635,General practicioner,region_113,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:26:00,,
19979,37635,General practicioner,region_113,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-05 10:30:00,,
19983,38309,General practicioner,region_113,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:26:00,,
19985,40448,Internal medicine and general practicioner,region_113,brand_2,product_related,a3D6f0000019fBjEAI,1,0,2020-07-01 11:26:00,2020-07-03 21:24:00,
19986,40448,Internal medicine and general practicioner,region_113,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-06 10:26:00,2020-09-13 22:41:00,
19990,40808,Internal medicine / pneumology,region_113,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-23 11:41:00,,
19991,40808,Internal medicine / pneumology,region_113,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-14 11:15:00,2020-08-14 23:20:00,
19994,41535,Internal medicine,region_113,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:26:00,,
19995,41535,Internal medicine,region_113,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-05 10:21:00,,
19999,48009,Internal medicine,region_113,brand_2,product_related,a3D6f0000019fBjEAI,4,0,2020-07-01 11:26:00,2020-07-01 14:38:00,
20000,48009,Internal medicine,region_113,brand_2,general,a3D6f0000019jSnEAI,4,0,2020-08-04 10:53:00,2020-08-04 15:13:00,
20004,59359,Internal medicine,region_113,brand_2,product_related,a3D6f0000019fBjEAI,4,0,2020-07-01 11:26:00,2020-09-07 16:38:00,
20005,59359,Internal medicine,region_113,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-04 11:09:00,2020-11-09 18:48:00,
20009,59641,General practicioner,region_113,brand_2,product_related,a3D6f0000019fBjEAI,1,0,2020-07-01 11:26:00,2020-07-01 12:00:00,
20010,59641,General practicioner,region_113,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-04 10:49:00,2020-08-04 11:01:00,
20016,60591,Internal medicine / pneumology,region_113,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-05 11:08:00,,
20017,62045,Internal medicine,region_113,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:26:00,,
20018,62045,Internal medicine,region_113,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-05 10:11:00,,
20023,63515,General practicioner,region_113,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:26:00,,
20024,63515,General practicioner,region_113,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-04 11:00:00,,
20026,66778,General practicioner,region_113,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:26:00,,
20027,66778,General practicioner,region_113,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-05 10:45:00,2020-08-05 11:56:00,
20031,67234,Internal medicine / pneumology,region_113,brand_2,product_related,a3D6f0000019fBjEAI,1,0,2020-07-01 11:26:00,2020-07-01 16:14:00,
20032,67234,Internal medicine / pneumology,region_113,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 17:40:00,,
20034,69551,General practicioner,region_113,brand_2,product_related,a3D6f0000019fBjEAI,1,0,2020-07-01 11:26:00,2020-07-06 18:37:00,
20035,69551,General practicioner,region_113,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 10:24:00,,
20042,75084,General practicioner,region_113,brand_2,general,a3D6f0000019jSnEAI,2,0,2020-08-05 10:13:00,2020-08-05 11:47:00,
20045,75115,General practicioner,region_113,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:26:00,,
20046,75115,General practicioner,region_113,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 10:17:00,,
20052,77609,General practicioner,region_113,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-03 11:57:00,,
20054,80173,Internal medicine / pneumology,region_113,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-05 11:55:00,,
20102,1638,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 10:18:00,,
20103,1638,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,3,0,2021-02-17 14:40:00,2021-02-21 09:56:00,
20104,4011,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,1,0,2021-02-17 15:27:00,2021-02-17 15:45:00,
20105,12222,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 15:15:00,,
20108,15138,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 10:32:00,,
20111,16092,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:51:00,,
20112,16184,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 15:24:00,,
20113,18888,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 15:17:00,,
20114,18956,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:23:00,,
20115,23316,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 10:59:00,,
20116,23316,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 15:07:00,,
20117,23555,Internal medicine,region_115,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 10:22:00,2020-07-06 22:35:00,
20118,23725,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,1,0,2021-02-17 15:03:00,2021-02-17 18:42:00,
20120,25501,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 11:41:00,,
20121,25501,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,1,0,2021-02-19 09:34:00,2021-02-20 21:08:00,
20122,26988,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,2,0,2021-02-19 09:50:00,2021-02-27 08:24:00,
20124,28037,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 10:29:00,,
20127,28896,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 15:05:00,,
20129,29137,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 14:58:00,,
20131,29646,Internal medicine,region_115,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-03 12:20:00,2020-07-03 16:44:00,
20132,29646,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:52:00,,
20135,32594,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,5,0,2021-02-19 09:46:00,2021-02-22 14:54:00,
20137,34547,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-03 12:23:00,2020-07-06 11:18:00,
20139,34830,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-03 12:16:00,2020-07-07 16:35:00,
20140,34830,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,1,0,2021-02-19 09:45:00,2021-02-20 07:55:00,
20142,36423,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:38:00,,
20143,36561,Internal medicine and general practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 15:04:00,,
20144,37929,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 11:10:00,,
20146,38211,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 10:56:00,,
20147,38211,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 15:06:00,,
20148,38464,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 14:54:00,,
20154,40273,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:57:00,,
20156,40320,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:54:00,,
20160,42361,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-18 10:20:00,,
20161,42846,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 10:17:00,,
20162,42846,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 10:34:00,,
20163,42980,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 11:01:00,,
20164,42980,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 15:08:00,,
20166,43029,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 10:26:00,,
20168,43387,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 11:12:00,,
20169,43922,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:33:00,,
20173,45571,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 11:16:00,,
20175,45775,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:22:00,,
20178,49693,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:41:00,,
20180,49845,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:29:00,,
20183,54794,Internal medicine,region_115,brand_2,product_related,a3D6f0000019fLWEAY,3,0,2020-07-02 11:35:00,2020-07-02 22:31:00,
20185,55839,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 11:43:00,2020-07-02 20:08:00,
20186,55839,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,1,0,2021-02-19 09:42:00,2021-02-19 16:06:00,
20187,56191,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:44:00,,
20190,56420,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,1,0,2021-02-19 09:55:00,2021-02-19 12:58:00,
20192,56463,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 14:57:00,,
20194,58125,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,1,0,2021-02-19 09:14:00,2021-02-19 21:38:00,
20195,58562,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:16:00,,
20197,59084,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:48:00,,
20199,59532,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 11:34:00,,
20202,59661,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 15:20:00,,
20204,60579,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-03 12:14:00,,
20205,60579,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,1,0,2021-02-19 09:42:00,2021-02-27 21:10:00,
20207,62179,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,3,0,2021-02-19 09:40:00,2021-02-19 14:34:00,
20210,63144,Internal medicine,region_115,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-03 12:18:00,2020-07-03 13:03:00,
20211,63144,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:47:00,,
20215,64445,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:58:00,,
20218,64864,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:22:00,,
20219,64889,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 15:23:00,,
20221,64901,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:35:00,,
20223,65216,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:54:00,,
20226,65673,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:33:00,,
20230,66460,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 15:16:00,,
20233,66594,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,1,0,2021-02-19 10:32:00,2021-02-27 08:39:00,
20235,67413,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 10:33:00,,
20237,67535,Internal medicine,region_115,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-03 12:15:00,,
20239,67539,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:57:00,,
20242,68164,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 10:15:00,,
20243,68164,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 10:33:00,,
20246,69040,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-03 12:14:00,,
20247,69040,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:43:00,,
20249,69350,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 14:45:00,,
20252,71598,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 11:39:00,,
20253,71702,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,3,0,2021-02-19 10:34:00,2021-02-19 20:33:00,
20255,73201,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 15:21:00,,
20257,74991,General practicioner,region_115,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-03 12:22:00,,
20258,74991,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 10:28:00,,
20259,77574,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-17 15:00:00,,
20260,77718,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:36:00,,
20262,78278,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,1,0,2021-02-17 10:36:00,2021-02-17 15:06:00,
20264,78440,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:29:00,,
20266,78992,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 10:30:00,,
20267,80181,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,1,0,2021-02-17 15:09:00,2021-02-17 15:15:00,
20270,80213,Internal medicine,region_115,brand_2,product_related,a3D6f000000oCcnEAE,1,0,2021-02-19 09:30:00,2021-02-19 10:04:00,
20272,86555,General practicioner,region_115,brand_2,product_related,a3D6f000000oCcnEAE,0,0,2021-02-19 09:38:00,,
20274,6547,Internal medicine,region_116,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-10 08:30:00,,
20275,15976,General practicioner,region_116,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 13:31:00,,
20276,15976,General practicioner,region_116,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-10 08:24:00,2020-08-11 00:19:00,
20277,17225,General practicioner,region_116,brand_2,product_related,a3D6f0000019fBjEAI,2,0,2020-07-01 11:07:00,2020-07-07 11:06:00,
20278,17225,General practicioner,region_116,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-07-31 13:17:00,2020-08-04 09:37:00,
20279,25183,General practicioner,region_116,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-10 08:02:00,,
20280,25393,General practicioner,region_116,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-10 08:39:00,,
20281,29055,General practicioner,region_116,brand_2,product_related,a3D6f0000019fBjEAI,6,0,2020-07-01 10:51:00,2020-09-20 20:26:00,
20282,29055,General practicioner,region_116,brand_2,general,a3D6f0000019jSnEAI,16,0,2020-07-31 13:14:00,2020-09-21 09:12:00,
20283,29055,General practicioner,region_116,brand_2,general,a3D6f000000MpRwEAK,1,0,2020-11-25 10:12:00,2020-11-25 15:27:00,
20287,32037,Internal medicine / pneumology,region_116,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 10:20:00,,
20288,32037,Internal medicine / pneumology,region_116,brand_2,general,a3D6f0000019jSnEAI,4,0,2020-07-31 10:00:00,2020-07-31 10:16:00,
20301,39339,General practicioner,region_116,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:03:00,,
20302,39339,General practicioner,region_116,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-07-31 13:43:00,,
20303,42432,Internal medicine,region_116,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-10 08:10:00,,
20305,44284,General practicioner,region_116,brand_2,product_related,a3D6f0000019fBjEAI,4,0,2020-07-01 11:18:00,2020-07-03 09:40:00,
20306,44284,General practicioner,region_116,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-07-31 13:09:00,2020-07-31 13:48:00,
20308,47005,General practicioner,region_116,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-10 08:42:00,2020-08-10 17:44:00,
20309,47799,General practicioner,region_116,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 10:58:00,,
20311,47895,General practicioner,region_116,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:36:00,,
20312,55406,Internal medicine,region_116,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 12:54:00,,
20313,55406,Internal medicine,region_116,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-05 17:17:00,2020-08-05 18:01:00,
20314,55726,Internal medicine and general practicioner,region_116,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:11:00,,
20315,55726,Internal medicine and general practicioner,region_116,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-07-31 10:20:00,,
20316,59077,Internal medicine,region_116,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-05 15:17:00,,
20317,62011,General practicioner,region_116,brand_2,product_related,a3D6f0000019fBjEAI,1,0,2020-07-01 11:40:00,2020-07-01 15:42:00,
