hcp,specialty,region,brand,month,channel,count
80207,General practicioner,region_99,brand_1,2020-10,f2f,1
83562,General practicioner,region_99,brand_1,2020-10,f2f,1
87205,Internal medicine,region_99,brand_1,2020-10,f2f,1
87206,General practicioner,region_99,brand_1,2020-10,f2f,1
1604,General practicioner,region_100,brand_1,2020-10,phone,1
20415,General practicioner,region_100,brand_2,2020-10,f2f,1
20415,General practicioner,region_100,brand_1,2020-10,f2f,1
26279,General practicioner,region_100,brand_2,2020-10,f2f,1
26279,General practicioner,region_100,brand_1,2020-10,f2f,1
30966,General practicioner,region_100,brand_2,2020-10,f2f,1
30966,General practicioner,region_100,brand_1,2020-10,f2f,1
31811,Internal medicine,region_100,brand_2,2020-10,f2f,1
31811,Internal medicine,region_100,brand_1,2020-10,f2f,1
33707,General practicioner,region_100,brand_2,2020-10,f2f,1
33707,General practicioner,region_100,brand_1,2020-10,f2f,1
42176,Internal medicine,region_100,brand_2,2020-10,f2f,1
42176,Internal medicine,region_100,brand_1,2020-10,f2f,1
45968,General practicioner,region_100,brand_2,2020-10,f2f,1
45968,General practicioner,region_100,brand_1,2020-10,f2f,1
46619,General practicioner,region_100,brand_2,2020-10,f2f,1
46619,General practicioner,region_100,brand_1,2020-10,f2f,1
48053,General practicioner,region_100,brand_2,2020-10,f2f,1
48053,General practicioner,region_100,brand_1,2020-10,f2f,1
48703,Internal medicine / pneumology,region_100,brand_2,2020-10,f2f,1
48703,Internal medicine / pneumology,region_100,brand_1,2020-10,f2f,1
48703,Internal medicine / pneumology,region_100,brand_1,2020-10,phone,1
52048,Internal medicine / pneumology,region_100,brand_2,2020-10,f2f,1
52048,Internal medicine / pneumology,region_100,brand_1,2020-10,f2f,1
52048,Internal medicine / pneumology,region_100,brand_1,2020-10,phone,1
56667,General practicioner,region_100,brand_2,2020-10,f2f,1
56667,General practicioner,region_100,brand_1,2020-10,f2f,1
60891,Internal medicine,region_100,brand_2,2020-10,f2f,1
60891,Internal medicine,region_100,brand_1,2020-10,f2f,1
67110,General practicioner,region_100,brand_2,2020-10,f2f,1
67110,General practicioner,region_100,brand_1,2020-10,f2f,1
69024,Internal medicine / pneumology,region_100,brand_2,2020-10,f2f,1
69024,Internal medicine / pneumology,region_100,brand_1,2020-10,f2f,1
69797,Internal medicine,region_100,brand_2,2020-10,f2f,1
69797,Internal medicine,region_100,brand_1,2020-10,f2f,1
70698,General practicioner,region_100,brand_1,2020-10,phone,1
79219,General practicioner,region_100,brand_2,2020-10,f2f,1
79219,General practicioner,region_100,brand_1,2020-10,f2f,1
37934,General practicioner,region_101,brand_1,2020-10,phone,1
4744,General practicioner,region_102,brand_1,2020-10,f2f,1
13178,General practicioner,region_102,brand_1,2020-10,phone,1
19843,Internal medicine,region_102,brand_1,2020-10,f2f,1
22436,General practicioner,region_102,brand_1,2020-10,f2f,1
22475,Internal medicine,region_102,brand_1,2020-10,f2f,1
25283,Internal medicine,region_102,brand_1,2020-10,phone,1
28867,General practicioner,region_102,brand_1,2020-10,phone,1
30180,Internal medicine,region_102,brand_1,2020-10,phone,1
30854,Internal medicine,region_102,brand_1,2020-10,f2f,1
43825,General practicioner,region_102,brand_1,2020-10,phone,1
44780,General practicioner,region_102,brand_1,2020-10,f2f,1
47770,General practicioner,region_102,brand_1,2020-10,f2f,1
58090,Internal medicine,region_102,brand_1,2020-10,f2f,1
62704,General practicioner,region_102,brand_1,2020-10,f2f,1
62962,General practicioner,region_102,brand_1,2020-10,phone,1
70272,Internal medicine,region_102,brand_1,2020-10,f2f,1
70480,Internal medicine,region_102,brand_1,2020-10,f2f,1
74726,General practicioner,region_102,brand_1,2020-10,f2f,1
77478,General practicioner,region_102,brand_1,2020-10,phone,1
79055,Internal medicine,region_102,brand_1,2020-10,f2f,1
16111,General practicioner,region_103,brand_1,2020-10,f2f,1
18027,General practicioner,region_103,brand_1,2020-10,f2f,1
18027,General practicioner,region_103,brand_1,2020-10,phone,1
20653,Internal medicine,region_103,brand_1,2020-10,phone,1
21467,General practicioner,region_103,brand_1,2020-10,f2f,1
21554,General practicioner,region_103,brand_1,2020-10,phone,1
22189,Internal medicine / pneumology,region_103,brand_2,2020-10,f2f,1
22189,Internal medicine / pneumology,region_103,brand_1,2020-10,f2f,1
22395,Internal medicine,region_103,brand_1,2020-10,phone,1
22651,Internal medicine,region_103,brand_1,2020-10,phone,1
30021,Internal medicine,region_103,brand_1,2020-10,f2f,1
30750,General practicioner,region_103,brand_1,2020-10,f2f,1
30750,General practicioner,region_103,brand_1,2020-10,phone,1
30910,Internal medicine,region_103,brand_1,2020-10,phone,1
31035,General practicioner,region_103,brand_1,2020-10,f2f,1
31175,General practicioner,region_103,brand_1,2020-10,f2f,1
31199,Internal medicine,region_103,brand_1,2020-10,f2f,1
31199,Internal medicine,region_103,brand_1,2020-10,phone,1
31961,General practicioner,region_103,brand_1,2020-10,f2f,1
32575,General practicioner,region_103,brand_1,2020-10,f2f,1
32644,General practicioner,region_103,brand_1,2020-10,f2f,1
32699,General practicioner,region_103,brand_1,2020-10,f2f,1
33775,Internal medicine,region_103,brand_1,2020-10,phone,1
33813,Internal medicine,region_103,brand_1,2020-10,f2f,1
34715,Internal medicine,region_103,brand_1,2020-10,f2f,1
35707,General practicioner,region_103,brand_1,2020-10,phone,1
36617,General practicioner,region_103,brand_1,2020-10,phone,1
36767,Internal medicine,region_103,brand_1,2020-10,phone,1
37822,General practicioner,region_103,brand_1,2020-10,f2f,1
37935,Internal medicine,region_103,brand_1,2020-10,f2f,1
38635,Internal medicine,region_103,brand_1,2020-10,f2f,1
40265,Internal medicine / pneumology,region_103,brand_2,2020-10,f2f,1
40265,Internal medicine / pneumology,region_103,brand_1,2020-10,f2f,1
41031,Internal medicine,region_103,brand_1,2020-10,f2f,1
42479,General practicioner,region_103,brand_1,2020-10,phone,1
43470,Internal medicine,region_103,brand_1,2020-10,f2f,1
43868,Internal medicine,region_103,brand_1,2020-10,video,1
43939,General practicioner,region_103,brand_1,2020-10,f2f,1
45085,General practicioner,region_103,brand_1,2020-10,f2f,1
45214,General practicioner,region_103,brand_1,2020-10,f2f,1
45785,Internal medicine / pneumology,region_103,brand_1,2020-10,phone,1
46231,General practicioner,region_103,brand_1,2020-10,phone,1
46232,Internal medicine,region_103,brand_1,2020-10,phone,1
47521,General practicioner,region_103,brand_1,2020-10,f2f,1
47521,General practicioner,region_103,brand_1,2020-10,phone,1
48712,General practicioner,region_103,brand_1,2020-10,f2f,1
50924,General practicioner,region_103,brand_1,2020-10,f2f,1
52065,Internal medicine,region_103,brand_1,2020-10,phone,2
52656,General practicioner,region_103,brand_1,2020-10,f2f,1
53998,General practicioner,region_103,brand_1,2020-10,f2f,1
54416,General practicioner,region_103,brand_1,2020-10,f2f,1
55787,Internal medicine,region_103,brand_1,2020-10,phone,1
55832,Internal medicine,region_103,brand_1,2020-10,phone,1
56167,General practicioner,region_103,brand_1,2020-10,f2f,1
56168,Internal medicine,region_103,brand_1,2020-10,f2f,1
56459,Internal medicine,region_103,brand_1,2020-10,phone,1
60690,Internal medicine / pneumology,region_103,brand_1,2020-10,phone,1
60725,Internal medicine and general practicioner,region_103,brand_1,2020-10,phone,1
61285,General practicioner,region_103,brand_1,2020-10,f2f,1
62711,Internal medicine / pneumology,region_103,brand_2,2020-10,f2f,1
62711,Internal medicine / pneumology,region_103,brand_1,2020-10,f2f,1
63625,Internal medicine,region_103,brand_1,2020-10,phone,1
64763,Internal medicine,region_103,brand_1,2020-10,f2f,1
64870,General practicioner,region_103,brand_1,2020-10,phone,1
65158,General practicioner,region_103,brand_1,2020-10,f2f,1
67578,General practicioner,region_103,brand_1,2020-10,f2f,1
67800,General practicioner,region_103,brand_1,2020-10,phone,1
68769,General practicioner,region_103,brand_1,2020-10,phone,1
68833,Internal medicine,region_103,brand_1,2020-10,f2f,1
68957,Internal medicine,region_103,brand_1,2020-10,phone,1
70683,General practicioner,region_103,brand_1,2020-10,phone,1
70753,Internal medicine,region_103,brand_1,2020-10,phone,1
72398,Internal medicine,region_103,brand_1,2020-10,phone,1
73162,Internal medicine,region_103,brand_1,2020-10,phone,1
73785,General practicioner,region_103,brand_1,2020-10,phone,1
73785,General practicioner,region_103,brand_1,2020-10,video,1
76748,General practicioner,region_103,brand_1,2020-10,f2f,1
77476,General practicioner,region_103,brand_1,2020-10,f2f,2
77767,General practicioner,region_103,brand_1,2020-10,f2f,1
77767,General practicioner,region_103,brand_1,2020-10,phone,1
77774,Internal medicine,region_103,brand_1,2020-10,phone,1
86015,General practicioner,region_103,brand_1,2020-10,phone,1
86193,Internal medicine,region_103,brand_1,2020-10,phone,1
86687,Pediatrician,region_103,brand_2,2020-10,f2f,1
87181,General practicioner,region_103,brand_1,2020-10,f2f,1
87182,Internal medicine,region_103,brand_1,2020-10,f2f,1
12647,General practicioner,region_104,brand_2,2020-10,f2f,1
12647,General practicioner,region_104,brand_1,2020-10,f2f,1
26495,Internal medicine / pneumology,region_104,brand_2,2020-10,f2f,1
26495,Internal medicine / pneumology,region_104,brand_1,2020-10,f2f,2
27867,General practicioner,region_104,brand_2,2020-10,f2f,1
27867,General practicioner,region_104,brand_1,2020-10,f2f,1
28304,General practicioner,region_104,brand_2,2020-10,f2f,1
28304,General practicioner,region_104,brand_1,2020-10,f2f,1
28403,Internal medicine,region_104,brand_2,2020-10,f2f,1
28403,Internal medicine,region_104,brand_1,2020-10,f2f,1
31557,General practicioner,region_104,brand_2,2020-10,f2f,1
31557,General practicioner,region_104,brand_1,2020-10,f2f,1
33104,General practicioner,region_104,brand_2,2020-10,f2f,2
33104,General practicioner,region_104,brand_1,2020-10,f2f,2
33104,General practicioner,region_104,brand_2,2020-10,phone,1
33104,General practicioner,region_104,brand_1,2020-10,phone,1
34981,General practicioner,region_104,brand_1,2020-10,f2f,1
37384,General practicioner,region_104,brand_1,2020-10,f2f,1
39197,General practicioner,region_104,brand_2,2020-10,f2f,1
39197,General practicioner,region_104,brand_1,2020-10,f2f,1
41495,General practicioner,region_104,brand_1,2020-10,f2f,1
41682,General practicioner,region_104,brand_1,2020-10,f2f,1
41741,General practicioner,region_104,brand_2,2020-10,f2f,1
41741,General practicioner,region_104,brand_1,2020-10,f2f,1
43512,Internal medicine,region_104,brand_2,2020-10,f2f,1
43512,Internal medicine,region_104,brand_1,2020-10,f2f,1
45874,General practicioner,region_104,brand_2,2020-10,f2f,1
45874,General practicioner,region_104,brand_1,2020-10,f2f,1
45878,General practicioner,region_104,brand_2,2020-10,phone,1
45878,General practicioner,region_104,brand_1,2020-10,phone,1
48234,General practicioner,region_104,brand_2,2020-10,f2f,1
48234,General practicioner,region_104,brand_1,2020-10,f2f,1
48386,General practicioner,region_104,brand_2,2020-10,f2f,2
48386,General practicioner,region_104,brand_1,2020-10,f2f,2
49015,Internal medicine,region_104,brand_1,2020-10,f2f,1
49166,General practicioner,region_104,brand_2,2020-10,f2f,1
49166,General practicioner,region_104,brand_1,2020-10,f2f,2
49258,General practicioner,region_104,brand_2,2020-10,f2f,1
49258,General practicioner,region_104,brand_1,2020-10,f2f,1
49689,General practicioner,region_104,brand_2,2020-10,f2f,1
49689,General practicioner,region_104,brand_1,2020-10,f2f,1
50163,General practicioner,region_104,brand_2,2020-10,f2f,1
50163,General practicioner,region_104,brand_1,2020-10,f2f,1
53458,Internal medicine,region_104,brand_1,2020-10,f2f,1
53545,Internal medicine,region_104,brand_2,2020-10,f2f,1
53545,Internal medicine,region_104,brand_1,2020-10,f2f,1
53560,General practicioner,region_104,brand_2,2020-10,f2f,1
53560,General practicioner,region_104,brand_1,2020-10,f2f,1
53603,General practicioner,region_104,brand_2,2020-10,f2f,1
53603,General practicioner,region_104,brand_1,2020-10,f2f,1
53707,Internal medicine / pneumology,region_104,brand_2,2020-10,f2f,1
53707,Internal medicine / pneumology,region_104,brand_1,2020-10,f2f,1
53707,Internal medicine / pneumology,region_104,brand_1,2020-10,phone,1
55150,General practicioner,region_104,brand_2,2020-10,f2f,1
55150,General practicioner,region_104,brand_1,2020-10,f2f,1
60568,General practicioner,region_104,brand_2,2020-10,f2f,1
60568,General practicioner,region_104,brand_1,2020-10,f2f,1
69342,Internal medicine,region_104,brand_1,2020-10,f2f,1
71378,General practicioner,region_104,brand_2,2020-10,f2f,1
71378,General practicioner,region_104,brand_1,2020-10,f2f,1
85050,General practicioner,region_104,brand_2,2020-10,f2f,1
85050,General practicioner,region_104,brand_1,2020-10,f2f,1
85093,General practicioner,region_104,brand_2,2020-10,f2f,1
85093,General practicioner,region_104,brand_1,2020-10,f2f,1
85890,General practicioner,region_104,brand_1,2020-10,f2f,1
12186,Internal medicine and general practicioner,region_105,brand_1,2020-10,f2f,1
12709,Internal medicine,region_105,brand_1,2020-10,phone,1
21668,General practicioner,region_105,brand_1,2020-10,f2f,1
21934,Internal medicine / pneumology,region_105,brand_2,2020-10,phone,1
21934,Internal medicine / pneumology,region_105,brand_1,2020-10,phone,1
26438,General practicioner,region_105,brand_1,2020-10,phone,1
26556,Internal medicine,region_105,brand_1,2020-10,phone,1
27087,Internal medicine,region_105,brand_1,2020-10,video,1
29645,General practicioner,region_105,brand_1,2020-10,f2f,1
30069,Internal medicine,region_105,brand_1,2020-10,phone,1
32901,General practicioner,region_105,brand_1,2020-10,phone,1
36334,Internal medicine,region_105,brand_1,2020-10,f2f,1
36977,General practicioner,region_105,brand_1,2020-10,f2f,1
38395,Internal medicine,region_105,brand_1,2020-10,phone,1
39641,Internal medicine,region_105,brand_1,2020-10,f2f,1
40043,Internal medicine / pneumology,region_105,brand_2,2020-10,phone,3
40043,Internal medicine / pneumology,region_105,brand_1,2020-10,phone,3
40077,Internal medicine,region_105,brand_1,2020-10,phone,1
40463,General practicioner,region_105,brand_1,2020-10,f2f,1
40463,General practicioner,region_105,brand_1,2020-10,phone,1
41506,General practicioner,region_105,brand_1,2020-10,f2f,1
42596,Internal medicine,region_105,brand_1,2020-10,f2f,1
45098,General practicioner,region_105,brand_1,2020-10,phone,1
45908,Internal medicine,region_105,brand_1,2020-10,f2f,1
48691,General practicioner,region_105,brand_1,2020-10,f2f,1
51199,Internal medicine,region_105,brand_1,2020-10,f2f,1
56251,General practicioner,region_105,brand_1,2020-10,f2f,1
58209,General practicioner,region_105,brand_1,2020-10,f2f,1
58242,General practicioner,region_105,brand_2,2020-10,f2f,1
58242,General practicioner,region_105,brand_1,2020-10,f2f,1
60576,Internal medicine / pneumology,region_105,brand_2,2020-10,phone,1
60576,Internal medicine / pneumology,region_105,brand_1,2020-10,phone,1
64376,General practicioner,region_105,brand_1,2020-10,f2f,1
64376,General practicioner,region_105,brand_1,2020-10,phone,1
68569,General practicioner,region_105,brand_1,2020-10,phone,1
79115,Internal medicine,region_105,brand_1,2020-10,f2f,1
84502,Internal medicine,region_105,brand_1,2020-10,f2f,1
86732,Pediatrician,region_105,brand_2,2020-10,f2f,1
4733,Internal medicine,region_106,brand_2,2020-10,phone,1
4733,Internal medicine,region_106,brand_1,2020-10,phone,1
6615,General practicioner,region_106,brand_1,2020-10,f2f,1
17141,Internal medicine,region_106,brand_2,2020-10,phone,3
17141,Internal medicine,region_106,brand_1,2020-10,phone,3
24548,Internal medicine / pneumology,region_106,brand_2,2020-10,f2f,1
24548,Internal medicine / pneumology,region_106,brand_1,2020-10,f2f,1
37096,Internal medicine / pneumology,region_106,brand_2,2020-10,f2f,1
37096,Internal medicine / pneumology,region_106,brand_1,2020-10,f2f,1
42534,General practicioner,region_106,brand_2,2020-10,phone,3
42534,General practicioner,region_106,brand_1,2020-10,phone,3
42682,Internal medicine / pneumology,region_106,brand_2,2020-10,f2f,1
42682,Internal medicine / pneumology,region_106,brand_1,2020-10,f2f,1
52011,Internal medicine / pneumology,region_106,brand_2,2020-10,phone,2
52011,Internal medicine / pneumology,region_106,brand_1,2020-10,phone,2
58971,General practicioner,region_106,brand_1,2020-10,f2f,1
59847,Internal medicine,region_106,brand_1,2020-10,f2f,1
63390,General practicioner,region_106,brand_1,2020-10,f2f,1
64117,Internal medicine / pneumology,region_106,brand_2,2020-10,f2f,1
64117,Internal medicine / pneumology,region_106,brand_1,2020-10,f2f,1
65792,General practicioner,region_106,brand_1,2020-10,f2f,1
67146,Internal medicine / pneumology,region_106,brand_2,2020-10,f2f,1
67146,Internal medicine / pneumology,region_106,brand_1,2020-10,f2f,1
67390,Internal medicine,region_106,brand_1,2020-10,f2f,1
68571,Internal medicine / pneumology,region_106,brand_2,2020-10,f2f,2
68571,Internal medicine / pneumology,region_106,brand_1,2020-10,f2f,2
70081,Internal medicine,region_106,brand_2,2020-10,phone,1
70081,Internal medicine,region_106,brand_1,2020-10,phone,1
85130,Internal medicine / pneumology,region_106,brand_2,2020-10,f2f,1
85130,Internal medicine / pneumology,region_106,brand_1,2020-10,f2f,1
86102,Internal medicine / pneumology,region_106,brand_2,2020-10,f2f,1
86102,Internal medicine / pneumology,region_106,brand_1,2020-10,f2f,1
86102,Internal medicine / pneumology,region_106,brand_2,2020-10,phone,3
86102,Internal medicine / pneumology,region_106,brand_1,2020-10,phone,5
87080,Internal medicine / pneumology,region_106,brand_2,2020-10,f2f,1
87080,Internal medicine / pneumology,region_106,brand_1,2020-10,f2f,1
87080,Internal medicine / pneumology,region_106,brand_2,2020-10,phone,1
87080,Internal medicine / pneumology,region_106,brand_1,2020-10,phone,1
87082,Pediatrician,region_106,brand_2,2020-10,phone,1
87083,Internal medicine / pneumology,region_106,brand_2,2020-10,f2f,1
87083,Internal medicine / pneumology,region_106,brand_1,2020-10,f2f,1
87083,Internal medicine / pneumology,region_106,brand_1,2020-10,phone,1
644,General practicioner,region_107,brand_2,2020-10,phone,1
644,General practicioner,region_107,brand_1,2020-10,phone,1
1467,General practicioner,region_107,brand_2,2020-10,phone,1
1467,General practicioner,region_107,brand_1,2020-10,phone,1
1565,General practicioner,region_107,brand_2,2020-10,phone,1
1565,General practicioner,region_107,brand_1,2020-10,phone,1
5759,Internal medicine,region_107,brand_2,2020-10,phone,1
5759,Internal medicine,region_107,brand_1,2020-10,phone,1
12428,General practicioner,region_107,brand_2,2020-10,phone,1
12428,General practicioner,region_107,brand_1,2020-10,phone,1
12463,General practicioner,region_107,brand_2,2020-10,f2f,1
12463,General practicioner,region_107,brand_1,2020-10,f2f,1
12463,General practicioner,region_107,brand_2,2020-10,phone,1
12463,General practicioner,region_107,brand_1,2020-10,phone,1
14297,Internal medicine,region_107,brand_2,2020-10,phone,1
14297,Internal medicine,region_107,brand_1,2020-10,phone,1
14499,General practicioner,region_107,brand_2,2020-10,phone,1
14499,General practicioner,region_107,brand_1,2020-10,phone,1
15140,Internal medicine,region_107,brand_2,2020-10,phone,1
15140,Internal medicine,region_107,brand_1,2020-10,phone,1
17971,General practicioner,region_107,brand_2,2020-10,phone,1
17971,General practicioner,region_107,brand_1,2020-10,phone,1
19065,Internal medicine,region_107,brand_2,2020-10,phone,1
19065,Internal medicine,region_107,brand_1,2020-10,phone,1
19779,Internal medicine,region_107,brand_2,2020-10,phone,1
19779,Internal medicine,region_107,brand_1,2020-10,phone,1
20649,Internal medicine,region_107,brand_2,2020-10,phone,1
20649,Internal medicine,region_107,brand_1,2020-10,phone,1
20935,General practicioner,region_107,brand_2,2020-10,phone,1
20935,General practicioner,region_107,brand_1,2020-10,phone,1
21776,Internal medicine,region_107,brand_2,2020-10,phone,1
21776,Internal medicine,region_107,brand_1,2020-10,phone,1
22482,Internal medicine,region_107,brand_2,2020-10,phone,1
22482,Internal medicine,region_107,brand_1,2020-10,phone,1
23182,General practicioner,region_107,brand_2,2020-10,phone,1
23182,General practicioner,region_107,brand_1,2020-10,phone,1
24196,Internal medicine,region_107,brand_2,2020-10,phone,1
24196,Internal medicine,region_107,brand_1,2020-10,phone,1
24353,General practicioner,region_107,brand_2,2020-10,phone,1
24353,General practicioner,region_107,brand_1,2020-10,phone,1
24499,General practicioner,region_107,brand_2,2020-10,phone,1
24499,General practicioner,region_107,brand_1,2020-10,phone,1
25412,Internal medicine and general practicioner,region_107,brand_2,2020-10,phone,1
25412,Internal medicine and general practicioner,region_107,brand_1,2020-10,phone,1
30077,Internal medicine,region_107,brand_2,2020-10,phone,1
30077,Internal medicine,region_107,brand_1,2020-10,phone,1
30245,General practicioner,region_107,brand_2,2020-10,phone,1
30245,General practicioner,region_107,brand_1,2020-10,phone,1
30906,Internal medicine,region_107,brand_2,2020-10,phone,1
30906,Internal medicine,region_107,brand_1,2020-10,phone,1
31001,Internal medicine,region_107,brand_2,2020-10,phone,1
31001,Internal medicine,region_107,brand_1,2020-10,phone,1
31173,Internal medicine,region_107,brand_2,2020-10,phone,1
31173,Internal medicine,region_107,brand_1,2020-10,phone,1
31198,Internal medicine,region_107,brand_2,2020-10,f2f,2
31198,Internal medicine,region_107,brand_1,2020-10,f2f,2
32537,General practicioner,region_107,brand_2,2020-10,f2f,1
32537,General practicioner,region_107,brand_1,2020-10,f2f,1
32769,General practicioner,region_107,brand_2,2020-10,phone,1
32769,General practicioner,region_107,brand_1,2020-10,phone,1
33057,Internal medicine and general practicioner,region_107,brand_2,2020-10,phone,1
33057,Internal medicine and general practicioner,region_107,brand_1,2020-10,phone,1
33706,General practicioner,region_107,brand_2,2020-10,phone,1
33706,General practicioner,region_107,brand_1,2020-10,phone,1
33774,General practicioner,region_107,brand_2,2020-10,f2f,2
33774,General practicioner,region_107,brand_1,2020-10,f2f,2
34361,General practicioner,region_107,brand_2,2020-10,phone,1
34361,General practicioner,region_107,brand_1,2020-10,phone,1
34997,Internal medicine,region_107,brand_2,2020-10,f2f,1
34997,Internal medicine,region_107,brand_1,2020-10,f2f,1
35270,General practicioner,region_107,brand_2,2020-10,phone,1
35270,General practicioner,region_107,brand_1,2020-10,phone,1
38258,Internal medicine,region_107,brand_2,2020-10,phone,1
38258,Internal medicine,region_107,brand_1,2020-10,phone,1
39770,Internal medicine,region_107,brand_2,2020-10,phone,1
39770,Internal medicine,region_107,brand_1,2020-10,phone,1
40027,General practicioner,region_107,brand_2,2020-10,phone,1
40027,General practicioner,region_107,brand_1,2020-10,phone,1
40113,Internal medicine,region_107,brand_2,2020-10,phone,1
40113,Internal medicine,region_107,brand_1,2020-10,phone,1
40362,Internal medicine,region_107,brand_2,2020-10,phone,1
40362,Internal medicine,region_107,brand_1,2020-10,phone,1
40998,General practicioner,region_107,brand_2,2020-10,phone,1
40998,General practicioner,region_107,brand_1,2020-10,phone,1
41305,General practicioner,region_107,brand_2,2020-10,phone,1
41305,General practicioner,region_107,brand_1,2020-10,phone,1
41971,Internal medicine,region_107,brand_2,2020-10,f2f,1
41971,Internal medicine,region_107,brand_1,2020-10,f2f,1
43703,Internal medicine / pneumology,region_107,brand_2,2020-10,f2f,2
43703,Internal medicine / pneumology,region_107,brand_1,2020-10,f2f,2
43703,Internal medicine / pneumology,region_107,brand_2,2020-10,phone,1
43703,Internal medicine / pneumology,region_107,brand_1,2020-10,phone,1
43965,Internal medicine,region_107,brand_2,2020-10,phone,1
43965,Internal medicine,region_107,brand_1,2020-10,phone,1
43991,Internal medicine,region_107,brand_2,2020-10,phone,1
43991,Internal medicine,region_107,brand_1,2020-10,phone,1
44419,General practicioner,region_107,brand_2,2020-10,phone,1
44419,General practicioner,region_107,brand_1,2020-10,phone,1
44603,General practicioner,region_107,brand_2,2020-10,f2f,1
44603,General practicioner,region_107,brand_1,2020-10,f2f,1
44603,General practicioner,region_107,brand_2,2020-10,phone,1
44603,General practicioner,region_107,brand_1,2020-10,phone,1
46724,General practicioner,region_107,brand_2,2020-10,phone,1
46724,General practicioner,region_107,brand_1,2020-10,phone,1
48532,Internal medicine,region_107,brand_2,2020-10,phone,1
48532,Internal medicine,region_107,brand_1,2020-10,phone,1
48919,General practicioner,region_107,brand_2,2020-10,phone,1
48919,General practicioner,region_107,brand_1,2020-10,phone,1
49240,General practicioner,region_107,brand_2,2020-10,phone,1
49240,General practicioner,region_107,brand_1,2020-10,phone,1
49724,Internal medicine,region_107,brand_2,2020-10,phone,1
49724,Internal medicine,region_107,brand_1,2020-10,phone,1
50049,General practicioner,region_107,brand_2,2020-10,phone,1
50049,General practicioner,region_107,brand_1,2020-10,phone,1
50669,General practicioner,region_107,brand_2,2020-10,phone,1
50669,General practicioner,region_107,brand_1,2020-10,phone,1
50678,Internal medicine,region_107,brand_2,2020-10,f2f,2
50678,Internal medicine,region_107,brand_1,2020-10,f2f,2
50678,Internal medicine,region_107,brand_2,2020-10,phone,1
50678,Internal medicine,region_107,brand_1,2020-10,phone,1
54389,General practicioner,region_107,brand_2,2020-10,f2f,1
54389,General practicioner,region_107,brand_1,2020-10,f2f,1
56117,Internal medicine / pneumology,region_107,brand_2,2020-10,f2f,2
56117,Internal medicine / pneumology,region_107,brand_1,2020-10,f2f,2
59293,Internal medicine,region_107,brand_2,2020-10,phone,1
59293,Internal medicine,region_107,brand_1,2020-10,phone,1
61823,Internal medicine,region_107,brand_2,2020-10,f2f,2
61823,Internal medicine,region_107,brand_1,2020-10,f2f,2
61823,Internal medicine,region_107,brand_2,2020-10,phone,1
61823,Internal medicine,region_107,brand_1,2020-10,phone,1
61864,Internal medicine,region_107,brand_2,2020-10,phone,1
61864,Internal medicine,region_107,brand_1,2020-10,phone,1
62620,Internal medicine,region_107,brand_2,2020-10,phone,1
62620,Internal medicine,region_107,brand_1,2020-10,phone,1
65085,General practicioner,region_107,brand_2,2020-10,f2f,1
65085,General practicioner,region_107,brand_1,2020-10,f2f,1
65586,General practicioner,region_107,brand_2,2020-10,phone,1
65586,General practicioner,region_107,brand_1,2020-10,phone,1
66180,General practicioner,region_107,brand_2,2020-10,phone,1
66180,General practicioner,region_107,brand_1,2020-10,phone,1
68312,General practicioner,region_107,brand_2,2020-10,phone,1
68312,General practicioner,region_107,brand_1,2020-10,phone,1
69906,Internal medicine,region_107,brand_2,2020-10,f2f,1
69906,Internal medicine,region_107,brand_1,2020-10,f2f,1
70486,General practicioner,region_107,brand_2,2020-10,f2f,2
70486,General practicioner,region_107,brand_1,2020-10,f2f,2
74571,Internal medicine,region_107,brand_2,2020-10,phone,1
74571,Internal medicine,region_107,brand_1,2020-10,phone,1
75474,Internal medicine,region_107,brand_2,2020-10,phone,1
75474,Internal medicine,region_107,brand_1,2020-10,phone,1
78931,General practicioner,region_107,brand_2,2020-10,phone,1
78931,General practicioner,region_107,brand_1,2020-10,phone,1
80958,General practicioner,region_107,brand_2,2020-10,phone,1
80958,General practicioner,region_107,brand_1,2020-10,phone,1
81691,Internal medicine,region_107,brand_2,2020-10,phone,1
81691,Internal medicine,region_107,brand_1,2020-10,phone,1
81809,General practicioner,region_107,brand_2,2020-10,phone,1
81809,General practicioner,region_107,brand_1,2020-10,phone,1
82665,General practicioner,region_107,brand_2,2020-10,phone,1
82665,General practicioner,region_107,brand_1,2020-10,phone,1
84191,Internal medicine,region_107,brand_2,2020-10,phone,1
84191,Internal medicine,region_107,brand_1,2020-10,phone,1
85043,Internal medicine,region_107,brand_2,2020-10,phone,1
85043,Internal medicine,region_107,brand_1,2020-10,phone,1
85219,General practicioner,region_107,brand_2,2020-10,phone,1
85219,General practicioner,region_107,brand_1,2020-10,phone,1
86582,Internal medicine,region_107,brand_2,2020-10,f2f,2
86582,Internal medicine,region_107,brand_1,2020-10,f2f,2
86583,Internal medicine,region_107,brand_2,2020-10,phone,1
86583,Internal medicine,region_107,brand_1,2020-10,phone,1
86584,General practicioner,region_107,brand_2,2020-10,phone,1
86584,General practicioner,region_107,brand_1,2020-10,phone,1
86595,Internal medicine,region_107,brand_2,2020-10,phone,1
86595,Internal medicine,region_107,brand_1,2020-10,phone,1
86596,Internal medicine,region_107,brand_2,2020-10,phone,1
86596,Internal medicine,region_107,brand_1,2020-10,phone,1
